Well: C1 - MDCK II
Spectrum: Run.1 measured at 11/01/2008 2:17:37 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6866.08,-81.55
1.29,5375.21,-81.52
1.67,4272.11,-81.72
2.15,3385.03,-81.37
2.78,2673.17,-81.39
3.59,2095.02,-81.24
4.64,1668.97,-80.76
5.99,1314.63,-79.78
7.74,1032.00,-79.47
10.00,833.16,-77.70
12.92,660.96,-76.28
16.68,525.63,-75.02
21.54,419.59,-73.02
27.83,336.48,-70.94
35.94,271.50,-68.41
46.42,221.75,-65.28
59.95,183.25,-61.81
77.43,152.55,-58.08
100.00,128.89,-54.11
129.15,110.84,-49.89
166.81,96.52,-45.75
215.44,85.35,-41.54
278.26,76.60,-37.40
359.38,69.76,-33.53
464.16,64.38,-29.85
599.48,60.26,-26.57
774.26,57.03,-23.80
1000.00,54.33,-21.55
1291.55,52.19,-19.88
1668.10,50.23,-18.82
2154.43,48.40,-18.39
2782.56,46.46,-18.37
3593.81,44.25,-18.65
4641.59,41.84,-18.97
5994.84,39.30,-19.09
7742.64,36.77,-18.71
10000.00,34.39,-17.85
12915.50,32.40,-16.49
16681.01,30.73,-14.77
21544.35,29.51,-13.01
27825.59,28.63,-11.14
35938.14,27.90,-9.53
46415.89,27.28,-8.41
59948.43,26.90,-7.22
77426.37,26.58,-6.28
100000.00,26.42,-5.58


Well: D3 - MDCK I
Spectrum: Run.31 measured at 12/01/2008 7:01:36 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6842.45,-81.60
1.29,5437.78,-82.02
1.67,4261.81,-81.68
2.15,3368.07,-81.68
2.78,2653.03,-81.39
3.59,2110.73,-80.88
4.64,1665.65,-80.06
5.99,1331.85,-80.21
7.74,1045.75,-79.02
10.00,824.91,-77.75
12.92,659.86,-76.38
16.68,521.08,-75.02
21.54,417.39,-72.92
27.83,336.84,-70.97
35.94,272.10,-68.23
46.42,221.80,-65.03
59.95,183.03,-61.75
77.43,152.91,-57.81
100.00,129.75,-53.86
129.15,111.50,-49.63
166.81,97.41,-45.34
215.44,86.32,-41.23
278.26,77.63,-37.14
359.38,70.80,-33.17
464.16,65.51,-29.67
599.48,61.42,-26.41
774.26,58.18,-23.78
1000.00,55.53,-21.65
1291.55,53.34,-20.20
1668.10,51.34,-19.25
2154.43,49.29,-18.94
2782.56,47.20,-19.04
3593.81,44.88,-19.40
4641.59,42.20,-19.78
5994.84,39.53,-19.94
7742.64,36.89,-19.44
10000.00,34.46,-18.41
12915.50,32.43,-16.91
16681.01,30.79,-15.07
21544.35,29.56,-13.22
27825.59,28.65,-11.33
35938.14,27.90,-9.72
46415.89,27.35,-8.63
59948.43,26.93,-7.38
77426.37,26.67,-6.45
100000.00,26.44,-5.74


Well: D3 - MDCK I
Spectrum: Run.32 measured at 12/01/2008 7:34:49 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6843.79,-81.85
1.29,5424.58,-81.91
1.67,4268.84,-81.75
2.15,3375.80,-81.66
2.78,2684.38,-81.36
3.59,2112.85,-81.04
4.64,1661.68,-80.36
5.99,1315.66,-79.75
7.74,1053.00,-79.60
10.00,830.88,-77.92
12.92,657.71,-76.21
16.68,526.92,-74.79
21.54,418.47,-73.08
27.83,336.39,-70.55
35.94,271.90,-67.87
46.42,221.87,-64.83
59.95,182.99,-61.29
77.43,153.44,-57.45
100.00,129.73,-53.45
129.15,112.05,-49.21
166.81,97.84,-44.99
215.44,86.88,-40.77
278.26,78.37,-36.61
359.38,71.67,-32.74
464.16,66.40,-29.29
599.48,62.28,-26.15
774.26,59.03,-23.61
1000.00,56.48,-21.57
1291.55,54.18,-20.21
1668.10,52.13,-19.50
2154.43,50.05,-19.28
2782.56,47.77,-19.52
3593.81,45.26,-20.04
4641.59,42.44,-20.36
5994.84,39.59,-20.43
7742.64,36.79,-19.97
10000.00,34.34,-18.72
12915.50,32.29,-17.17
16681.01,30.67,-15.25
21544.35,29.37,-13.30
27825.59,28.50,-11.38
35938.14,27.73,-9.67
46415.89,27.20,-8.52
59948.43,26.81,-7.35
77426.37,26.56,-6.33
100000.00,26.35,-5.67


Well: D3 - MDCK I
Spectrum: Run.33 measured at 12/01/2008 8:08:02 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6836.19,-81.74
1.29,5420.45,-81.78
1.67,4264.90,-81.60
2.15,3367.05,-81.42
2.78,2664.91,-81.36
3.59,2119.69,-80.64
4.64,1667.62,-80.39
5.99,1314.75,-79.88
7.74,1035.41,-79.27
10.00,833.48,-77.29
12.92,654.79,-76.66
16.68,524.25,-74.44
21.54,418.73,-72.90
27.83,336.36,-70.48
35.94,272.47,-67.95
46.42,221.94,-64.70
59.95,183.39,-61.13
77.43,153.82,-57.13
100.00,130.75,-53.07
129.15,112.40,-48.88
166.81,98.50,-44.55
215.44,87.57,-40.47
278.26,78.91,-36.30
359.38,72.23,-32.56
464.16,67.05,-29.01
599.48,62.97,-26.00
774.26,59.85,-23.51
1000.00,57.08,-21.61
1291.55,54.80,-20.38
1668.10,52.69,-19.65
2154.43,50.50,-19.59
2782.56,48.16,-19.93
3593.81,45.46,-20.46
4641.59,42.61,-20.83
5994.84,39.60,-20.85
7742.64,36.77,-20.35
10000.00,34.27,-19.08
12915.50,32.28,-17.38
16681.01,30.61,-15.34
21544.35,29.34,-13.37
27825.59,28.54,-11.32
35938.14,27.77,-9.72
46415.89,27.17,-8.51
59948.43,26.82,-7.24
77426.37,26.59,-6.28
100000.00,26.35,-5.62


Well: D3 - MDCK I
Spectrum: Run.34 measured at 12/01/2008 8:41:15 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6830.65,-81.52
1.29,5422.88,-82.06
1.67,4259.81,-81.16
2.15,3377.04,-81.65
2.78,2659.90,-81.30
3.59,2105.24,-80.88
4.64,1663.98,-80.32
5.99,1314.58,-79.06
7.74,1037.31,-79.64
10.00,828.04,-77.89
12.92,657.21,-76.23
16.68,521.96,-75.07
21.54,418.80,-72.58
27.83,336.77,-70.51
35.94,271.88,-67.70
46.42,222.48,-64.61
59.95,184.57,-60.94
77.43,154.01,-57.04
100.00,130.85,-52.90
129.15,112.93,-48.67
166.81,99.04,-44.36
215.44,88.08,-40.18
278.26,79.48,-36.13
359.38,72.91,-32.33
464.16,67.69,-28.91
599.48,63.61,-25.88
774.26,60.40,-23.44
1000.00,57.70,-21.60
1291.55,55.38,-20.38
1668.10,53.24,-19.87
2154.43,50.98,-19.83
2782.56,48.50,-20.24
3593.81,45.82,-20.80
4641.59,42.76,-21.20
5994.84,39.63,-21.24
7742.64,36.78,-20.55
10000.00,34.26,-19.21
12915.50,32.14,-17.45
16681.01,30.53,-15.43
21544.35,29.32,-13.40
27825.59,28.43,-11.32
35938.14,27.72,-9.63
46415.89,27.19,-8.40
59948.43,26.80,-7.25
77426.37,26.61,-6.19
100000.00,26.38,-5.53


Well: D3 - MDCK I
Spectrum: Run.35 measured at 12/01/2008 9:14:29 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6815.08,-81.67
1.29,5409.03,-81.72
1.67,4250.80,-81.54
2.15,3363.18,-81.58
2.78,2658.22,-81.38
3.59,2091.32,-80.58
4.64,1656.66,-81.00
5.99,1311.30,-79.94
7.74,1046.57,-79.26
10.00,829.55,-77.90
12.92,658.74,-75.75
16.68,520.50,-74.55
21.54,418.58,-72.69
27.83,335.61,-70.28
35.94,273.07,-67.62
46.42,222.93,-64.28
59.95,183.93,-60.91
77.43,154.05,-56.89
100.00,131.27,-52.70
129.15,113.00,-48.51
166.81,99.07,-44.23
215.44,88.16,-40.08
278.26,79.57,-36.04
359.38,72.89,-32.30
464.16,67.83,-28.79
599.48,63.73,-25.83
774.26,60.51,-23.43
1000.00,57.90,-21.63
1291.55,55.55,-20.48
1668.10,53.33,-19.96
2154.43,51.08,-20.03
2782.56,48.55,-20.47
3593.81,45.74,-21.00
4641.59,42.62,-21.44
5994.84,39.58,-21.34
7742.64,36.60,-20.68
10000.00,34.07,-19.26
12915.50,32.01,-17.60
16681.01,30.40,-15.48
21544.35,29.18,-13.41
27825.59,28.30,-11.41
35938.14,27.66,-9.69
46415.89,27.07,-8.38
59948.43,26.70,-7.22
77426.37,26.44,-6.26
100000.00,26.27,-5.48


Well: D3 - MDCK I
Spectrum: Run.36 measured at 12/01/2008 9:47:42 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6850.64,-81.69
1.29,5385.66,-81.74
1.67,4231.32,-81.64
2.15,3370.91,-81.62
2.78,2655.87,-81.43
3.59,2117.61,-81.20
4.64,1656.31,-80.12
5.99,1314.17,-80.16
7.74,1023.21,-78.98
10.00,827.41,-77.32
12.92,656.51,-76.35
16.68,522.79,-74.46
21.54,417.76,-72.58
27.83,336.38,-70.32
35.94,272.21,-67.70
46.42,222.19,-64.38
59.95,183.59,-60.91
77.43,153.64,-56.87
100.00,131.06,-52.72
129.15,112.89,-48.55
166.81,98.96,-44.26
215.44,88.11,-40.05
278.26,79.64,-36.06
359.38,72.98,-32.28
464.16,67.72,-28.84
599.48,63.69,-25.92
774.26,60.45,-23.53
1000.00,57.87,-21.68
1291.55,55.49,-20.54
1668.10,53.33,-20.08
2154.43,50.99,-20.08
2782.56,48.52,-20.56
3593.81,45.70,-21.11
4641.59,42.55,-21.57
5994.84,39.51,-21.52
7742.64,36.54,-20.74
10000.00,34.00,-19.40
12915.50,31.93,-17.49
16681.01,30.36,-15.48
21544.35,29.16,-13.34
27825.59,28.26,-11.35
35938.14,27.63,-9.65
46415.89,27.06,-8.39
59948.43,26.67,-7.17
77426.37,26.45,-6.18
100000.00,26.22,-5.50


Well: D3 - MDCK I
Spectrum: Run.37 measured at 12/01/2008 10:20:56 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6813.70,-81.72
1.29,5389.15,-81.97
1.67,4239.81,-81.93
2.15,3383.96,-81.69
2.78,2669.21,-81.56
3.59,2116.78,-81.52
4.64,1656.81,-79.96
5.99,1314.19,-79.85
7.74,1025.72,-79.02
10.00,828.45,-76.83
12.92,656.55,-75.78
16.68,520.01,-74.53
21.54,417.79,-72.68
27.83,335.49,-70.30
35.94,270.94,-67.60
46.42,221.45,-64.35
59.95,182.92,-60.77
77.43,153.45,-56.93
100.00,130.54,-52.85
129.15,112.63,-48.58
166.81,98.58,-44.41
215.44,87.73,-40.16
278.26,79.24,-36.11
359.38,72.68,-32.38
464.16,67.47,-28.89
599.48,63.44,-25.92
774.26,60.24,-23.55
1000.00,57.57,-21.76
1291.55,55.25,-20.58
1668.10,53.04,-20.08
2154.43,50.73,-20.14
2782.56,48.25,-20.59
3593.81,45.41,-21.16
4641.59,42.42,-21.53
5994.84,39.30,-21.47
7742.64,36.40,-20.72
10000.00,33.91,-19.32
12915.50,31.84,-17.51
16681.01,30.21,-15.44
21544.35,29.01,-13.30
27825.59,28.15,-11.25
35938.14,27.51,-9.64
46415.89,26.91,-8.32
59948.43,26.59,-7.13
77426.37,26.32,-6.32
100000.00,26.20,-5.43


Well: D3 - MDCK I
Spectrum: Run.38 measured at 12/01/2008 10:54:09 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6803.47,-81.74
1.29,5385.61,-81.64
1.67,4253.61,-81.92
2.15,3352.61,-81.59
2.78,2662.04,-81.86
3.59,2093.01,-81.05
4.64,1653.51,-80.16
5.99,1308.26,-80.12
7.74,1029.81,-79.46
10.00,822.79,-76.78
12.92,654.06,-76.04
16.68,520.00,-74.68
21.54,416.96,-72.77
27.83,334.39,-70.63
35.94,271.33,-67.75
46.42,221.82,-64.57
59.95,182.48,-60.92
77.43,152.88,-57.06
100.00,129.79,-52.98
129.15,112.27,-48.73
166.81,98.34,-44.45
215.44,87.48,-40.29
278.26,78.92,-36.25
359.38,72.33,-32.45
464.16,67.10,-28.95
599.48,63.12,-26.01
774.26,59.91,-23.61
1000.00,57.20,-21.78
1291.55,54.91,-20.60
1668.10,52.69,-20.08
2154.43,50.46,-20.13
2782.56,47.95,-20.58
3593.81,45.17,-21.14
4641.59,42.15,-21.51
5994.84,39.09,-21.41
7742.64,36.23,-20.61
10000.00,33.70,-19.20
12915.50,31.66,-17.33
16681.01,30.10,-15.37
21544.35,28.92,-13.25
27825.59,28.09,-11.12
35938.14,27.43,-9.49
46415.89,26.87,-8.22
59948.43,26.55,-7.07
77426.37,26.31,-6.05
100000.00,26.18,-5.38


Well: D3 - MDCK I
Spectrum: Run.39 measured at 12/01/2008 11:27:22 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6804.24,-81.68
1.29,5388.91,-81.69
1.67,4230.85,-81.49
2.15,3350.22,-81.64
2.78,2655.19,-81.23
3.59,2083.93,-81.46
4.64,1651.29,-80.41
5.99,1287.69,-78.89
7.74,1026.98,-80.14
10.00,826.49,-77.00
12.92,655.02,-76.19
16.68,522.74,-74.67
21.54,416.77,-72.65
27.83,334.63,-70.48
35.94,270.38,-67.77
46.42,221.62,-64.50
59.95,182.75,-61.04
77.43,153.24,-57.06
100.00,130.22,-53.02
129.15,112.42,-48.78
166.81,98.28,-44.46
215.44,87.46,-40.31
278.26,78.98,-36.26
359.38,72.39,-32.41
464.16,67.20,-29.01
599.48,63.18,-26.03
774.26,59.94,-23.60
1000.00,57.24,-21.90
1291.55,54.96,-20.68
1668.10,52.81,-20.13
2154.43,50.46,-20.16
2782.56,47.91,-20.66
3593.81,45.10,-21.26
4641.59,42.03,-21.49
5994.84,39.00,-21.40
7742.64,36.07,-20.54
10000.00,33.64,-19.14
12915.50,31.64,-17.20
16681.01,30.10,-15.15
21544.35,28.91,-13.08
27825.59,28.11,-11.08
35938.14,27.43,-9.30
46415.89,26.90,-8.18
59948.43,26.56,-7.08
77426.37,26.35,-5.97
100000.00,26.18,-5.36


Well: D3 - MDCK I
Spectrum: Run.40 measured at 12/01/2008 12:00:35 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6809.02,-81.88
1.29,5356.92,-81.75
1.67,4228.10,-81.77
2.15,3335.52,-81.51
2.78,2638.16,-81.14
3.59,2075.77,-81.01
4.64,1635.49,-80.89
5.99,1295.53,-79.74
7.74,1026.10,-78.54
10.00,825.90,-77.71
12.92,651.29,-76.10
16.68,521.60,-74.62
21.54,416.65,-72.84
27.83,334.14,-70.45
35.94,270.89,-67.72
46.42,220.92,-64.51
59.95,182.52,-60.98
77.43,152.67,-57.01
100.00,129.98,-52.94
129.15,112.24,-48.77
166.81,98.26,-44.46
215.44,87.34,-40.31
278.26,78.87,-36.29
359.38,72.25,-32.42
464.16,67.13,-29.03
599.48,63.03,-26.04
774.26,59.87,-23.65
1000.00,57.14,-21.92
1291.55,54.91,-20.74
1668.10,52.65,-20.22
2154.43,50.30,-20.31
2782.56,47.77,-20.69
3593.81,44.90,-21.22
4641.59,41.89,-21.49
5994.84,38.79,-21.34
7742.64,35.96,-20.45
10000.00,33.52,-19.05
12915.50,31.52,-17.14
16681.01,30.00,-15.07
21544.35,28.88,-12.97
27825.59,28.03,-10.89
35938.14,27.42,-9.25
46415.89,26.84,-8.06
59948.43,26.51,-6.86
77426.37,26.32,-5.95
100000.00,26.16,-5.36


Well: D3 - MDCK I
Spectrum: Run.41 measured at 12/01/2008 12:33:49 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6818.71,-81.55
1.29,5375.13,-81.90
1.67,4217.25,-81.80
2.15,3361.79,-81.61
2.78,2638.71,-81.79
3.59,2092.02,-81.44
4.64,1661.62,-80.82
5.99,1296.68,-80.08
7.74,1043.40,-80.00
10.00,824.62,-77.07
12.92,657.35,-76.05
16.68,519.96,-74.61
21.54,417.37,-72.73
27.83,333.70,-70.35
35.94,270.10,-67.62
46.42,221.28,-64.48
59.95,182.97,-60.83
77.43,153.10,-56.99
100.00,130.25,-52.79
129.15,112.27,-48.59
166.81,98.37,-44.35
215.44,87.71,-40.14
278.26,79.12,-36.12
359.38,72.57,-32.36
464.16,67.38,-28.92
599.48,63.35,-26.00
774.26,60.12,-23.69
1000.00,57.47,-22.00
1291.55,55.11,-20.91
1668.10,52.82,-20.38
2154.43,50.43,-20.52
2782.56,47.82,-20.94
3593.81,44.92,-21.51
4641.59,41.81,-21.77
5994.84,38.73,-21.51
7742.64,35.86,-20.59
10000.00,33.40,-19.09
12915.50,31.43,-17.10
16681.01,29.94,-15.02
21544.35,28.74,-12.88
27825.59,27.99,-10.87
35938.14,27.37,-9.15
46415.89,26.87,-8.00
59948.43,26.49,-6.95
77426.37,26.32,-5.95
100000.00,26.14,-5.24


Well: D3 - MDCK I
Spectrum: Run.42 measured at 12/01/2008 1:07:02 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6812.12,-81.86
1.29,5386.36,-81.52
1.67,4266.29,-81.30
2.15,3353.89,-81.41
2.78,2631.17,-81.23
3.59,2072.76,-81.06
4.64,1655.40,-80.46
5.99,1297.70,-79.78
7.74,1034.21,-79.82
10.00,825.93,-76.97
12.92,653.29,-76.23
16.68,521.59,-74.51
21.54,416.34,-72.65
27.83,334.81,-70.38
35.94,270.76,-67.63
46.42,221.50,-64.37
59.95,182.77,-60.72
77.43,153.13,-56.85
100.00,129.90,-52.77
129.15,112.40,-48.34
166.81,98.66,-44.09
215.44,87.86,-39.88
278.26,79.47,-35.81
359.38,72.87,-32.11
464.16,67.76,-28.77
599.48,63.77,-25.92
774.26,60.52,-23.62
1000.00,58.01,-21.97
1291.55,55.55,-20.99
1668.10,53.26,-20.62
2154.43,50.71,-20.74
2782.56,48.06,-21.26
3593.81,45.01,-21.77
4641.59,41.78,-22.06
5994.84,38.71,-21.61
7742.64,35.80,-20.67
10000.00,33.36,-19.04
12915.50,31.40,-17.02
16681.01,29.92,-14.74
21544.35,28.80,-12.67
27825.59,27.97,-10.73
35938.14,27.34,-9.06
46415.89,26.86,-7.86
59948.43,26.50,-6.79
77426.37,26.37,-5.77
100000.00,26.16,-5.05


Well: D3 - MDCK I
Spectrum: Run.43 measured at 12/01/2008 1:40:18 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6788.14,-82.02
1.29,5379.94,-81.76
1.67,4250.57,-81.87
2.15,3362.22,-81.82
2.78,2647.74,-81.36
3.59,2095.22,-80.51
4.64,1666.20,-80.37
5.99,1307.15,-79.81
7.74,1019.66,-79.34
10.00,821.85,-77.60
12.92,651.26,-76.19
16.68,518.64,-74.71
21.54,415.10,-72.64
27.83,334.60,-70.38
35.94,270.11,-67.52
46.42,220.63,-64.42
59.95,182.62,-60.78
77.43,153.19,-56.73
100.00,130.37,-52.54
129.15,112.84,-48.20
166.81,98.94,-43.94
215.44,88.35,-39.70
278.26,80.01,-35.72
359.38,73.57,-32.06
464.16,68.42,-28.80
599.48,64.46,-26.01
774.26,61.23,-23.81
1000.00,58.54,-22.30
1291.55,56.02,-21.41
1668.10,53.66,-21.14
2154.43,50.98,-21.36
2782.56,48.14,-21.89
3593.81,45.04,-22.43
4641.59,41.72,-22.62
5994.84,38.45,-22.19
7742.64,35.64,-21.12
10000.00,33.14,-19.36
12915.50,31.19,-17.27
16681.01,29.72,-15.12
21544.35,28.63,-12.99
27825.59,27.91,-10.96
35938.14,27.32,-9.20
46415.89,26.80,-7.92
59948.43,26.51,-6.98
77426.37,26.30,-5.93
100000.00,26.13,-5.29


Well: D3 - MDCK I
Spectrum: Run.44 measured at 12/01/2008 2:13:33 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6815.79,-81.54
1.29,5370.23,-81.71
1.67,4230.11,-81.83
2.15,3352.51,-81.86
2.78,2635.80,-81.49
3.59,2099.09,-81.17
4.64,1640.25,-80.95
5.99,1302.46,-80.18
7.74,1051.59,-79.52
10.00,819.50,-77.54
12.92,651.96,-75.61
16.68,514.02,-74.30
21.54,414.97,-72.39
27.83,333.53,-69.93
35.94,269.93,-67.22
46.42,221.13,-63.94
59.95,182.99,-60.32
77.43,153.41,-56.35
100.00,130.52,-52.15
129.15,113.08,-47.78
166.81,99.54,-43.50
215.44,88.95,-39.30
278.26,80.72,-35.31
359.38,74.32,-31.72
464.16,69.29,-28.51
599.48,65.33,-25.91
774.26,62.11,-23.88
1000.00,59.32,-22.52
1291.55,56.77,-21.72
1668.10,54.20,-21.61
2154.43,51.38,-21.95
2782.56,48.37,-22.58
3593.81,45.04,-23.16
4641.59,41.57,-23.22
5994.84,38.35,-22.60
7742.64,35.40,-21.42
10000.00,32.94,-19.54
12915.50,31.01,-17.32
16681.01,29.59,-15.00
21544.35,28.52,-12.85
27825.59,27.80,-10.77
35938.14,27.21,-9.13
46415.89,26.72,-7.91
59948.43,26.42,-6.78
77426.37,26.20,-5.80
100000.00,26.07,-5.14


Well: D3 - MDCK I
Spectrum: Run.45 measured at 12/01/2008 2:46:48 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6787.64,-82.05
1.29,5370.45,-81.95
1.67,4251.82,-81.91
2.15,3347.30,-81.55
2.78,2629.81,-81.25
3.59,2081.79,-81.51
4.64,1635.86,-80.52
5.99,1299.50,-80.04
7.74,1031.93,-78.88
10.00,823.65,-76.88
12.92,651.23,-75.62
16.68,517.64,-73.94
21.54,414.63,-72.11
27.83,333.78,-69.56
35.94,271.29,-66.99
46.42,222.85,-63.56
59.95,184.42,-59.70
77.43,154.75,-55.70
100.00,132.14,-51.48
129.15,114.67,-47.07
166.81,101.20,-42.73
215.44,90.80,-38.56
278.26,82.74,-34.72
359.38,76.36,-31.18
464.16,71.38,-28.15
599.48,67.48,-25.71
774.26,64.16,-23.95
1000.00,61.17,-22.85
1291.55,58.44,-22.43
1668.10,55.60,-22.59
2154.43,52.45,-23.18
2782.56,49.05,-23.87
3593.81,45.25,-24.37
4641.59,41.51,-24.43
5994.84,38.01,-23.68
7742.64,34.98,-22.10
10000.00,32.53,-20.04
12915.50,30.63,-17.71
16681.01,29.19,-15.20
21544.35,28.16,-13.00
27825.59,27.51,-10.73
35938.14,26.89,-9.08
46415.89,26.47,-7.86
59948.43,26.22,-6.66
77426.37,25.96,-5.79
100000.00,25.88,-4.98


Well: D3 - MDCK I
Spectrum: Run.46 measured at 12/01/2008 3:20:01 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6820.07,-81.69
1.29,5384.41,-82.11
1.67,4234.21,-82.06
2.15,3369.58,-81.37
2.78,2630.51,-81.52
3.59,2113.96,-81.32
4.64,1658.21,-80.65
5.99,1292.05,-79.53
7.74,1028.36,-78.20
10.00,822.85,-77.09
12.92,654.56,-75.65
16.68,517.49,-74.03
21.54,417.45,-71.83
27.83,335.71,-69.37
35.94,272.57,-66.34
46.42,223.77,-62.83
59.95,185.57,-59.00
77.43,156.69,-54.80
100.00,134.51,-50.36
129.15,117.07,-46.02
166.81,103.82,-41.76
215.44,93.61,-37.63
278.26,85.68,-33.84
359.38,79.38,-30.52
464.16,74.52,-27.74
599.48,70.59,-25.62
774.26,67.15,-24.14
1000.00,63.97,-23.46
1291.55,60.92,-23.35
1668.10,57.63,-23.86
2154.43,54.04,-24.63
2782.56,50.11,-25.42
3593.81,45.90,-25.90
4641.59,41.86,-25.74
5994.84,38.13,-24.63
7742.64,35.00,-22.77
10000.00,32.54,-20.44
12915.50,30.63,-17.86
16681.01,29.29,-15.38
21544.35,28.26,-13.00
27825.59,27.60,-10.72
35938.14,27.07,-9.13
46415.89,26.58,-7.86
59948.43,26.34,-6.81
77426.37,26.15,-5.81
100000.00,26.04,-5.06


Well: D3 - MDCK I
Spectrum: Run.47 measured at 12/01/2008 3:53:15 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6768.04,-81.74
1.29,5398.75,-81.69
1.67,4237.03,-81.56
2.15,3364.20,-81.33
2.78,2640.80,-81.46
3.59,2094.70,-80.95
4.64,1647.06,-80.61
5.99,1293.10,-79.55
7.74,1035.35,-79.21
10.00,825.36,-76.79
12.92,652.75,-75.26
16.68,522.28,-73.60
21.54,418.82,-71.29
27.83,337.61,-68.81
35.94,273.96,-65.83
46.42,225.16,-62.19
59.95,187.63,-58.41
77.43,158.22,-54.12
100.00,135.93,-49.60
129.15,118.94,-45.20
166.81,105.87,-40.90
215.44,95.73,-36.79
278.26,88.00,-33.14
359.38,81.91,-30.03
464.16,76.96,-27.40
599.48,72.97,-25.56
774.26,69.45,-24.32
1000.00,66.06,-23.96
1291.55,62.71,-24.13
1668.10,59.09,-24.81
2154.43,55.06,-25.75
2782.56,50.65,-26.59
3593.81,46.17,-27.03
4641.59,41.80,-26.55
5994.84,38.00,-25.26
7742.64,34.78,-23.24
10000.00,32.35,-20.65
12915.50,30.50,-17.89
16681.01,29.12,-15.33
21544.35,28.21,-12.89
27825.59,27.52,-10.66
35938.14,27.05,-8.83
46415.89,26.57,-7.63
59948.43,26.35,-6.51
77426.37,26.16,-5.63
100000.00,26.03,-4.92


Well: D3 - MDCK I
Spectrum: Run.48 measured at 12/01/2008 4:26:28 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6787.60,-81.65
1.29,5364.87,-81.53
1.67,4231.95,-81.52
2.15,3356.21,-81.33
2.78,2665.70,-80.75
3.59,2101.62,-80.72
4.64,1641.49,-79.85
5.99,1307.78,-79.39
7.74,1012.82,-78.97
10.00,825.42,-76.71
12.92,653.16,-74.98
16.68,523.45,-72.82
21.54,419.36,-71.27
27.83,336.94,-68.44
35.94,274.83,-65.27
46.42,226.54,-61.71
59.95,188.79,-57.63
77.43,159.64,-53.38
100.00,137.76,-48.85
129.15,120.87,-44.36
166.81,107.93,-40.04
215.44,97.87,-36.12
278.26,90.12,-32.56
359.38,84.11,-29.49
464.16,79.31,-27.19
599.48,75.25,-25.49
774.26,71.60,-24.65
1000.00,68.05,-24.45
1291.55,64.33,-24.90
1668.10,60.37,-25.80
2154.43,55.91,-26.89
2782.56,51.14,-27.79
3593.81,46.22,-28.07
4641.59,41.69,-27.50
5994.84,37.79,-25.95
7742.64,34.59,-23.62
10000.00,32.15,-20.92
12915.50,30.35,-18.09
16681.01,28.99,-15.35
21544.35,28.08,-12.95
27825.59,27.45,-10.66
35938.14,26.96,-8.84
46415.89,26.54,-7.62
59948.43,26.27,-6.38
77426.37,26.15,-5.50
100000.00,26.03,-4.88


Well: D3 - MDCK I
Spectrum: Run.49 measured at 12/01/2008 4:59:41 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,6784.70,-81.56
1.29,5377.52,-81.77
1.67,4241.17,-81.58
2.15,3346.38,-81.45
2.78,2610.59,-81.14
3.59,2086.14,-80.13
4.64,1647.84,-79.91
5.99,1286.31,-79.26
7.74,1030.15,-78.55
10.00,821.13,-77.09
12.92,658.60,-74.80
16.68,523.53,-73.07
21.54,418.75,-71.11
27.83,339.46,-68.18
35.94,275.97,-64.86
46.42,226.63,-61.32
59.95,189.44,-57.12
77.43,161.39,-52.72
100.00,139.39,-48.16
129.15,122.83,-43.73
166.81,109.88,-39.46
215.44,100.09,-35.46
278.26,92.42,-32.04
359.38,86.46,-29.18
464.16,81.62,-26.98
599.48,77.49,-25.57
774.26,73.70,-24.94
1000.00,69.86,-25.01
1291.55,65.96,-25.74
1668.10,61.53,-26.78
2154.43,56.70,-27.93
2782.56,51.57,-28.83
3593.81,46.41,-29.00
4641.59,41.72,-28.20
5994.84,37.71,-26.45
7742.64,34.48,-23.98
10000.00,32.09,-21.15
12915.50,30.23,-18.13
16681.01,28.99,-15.47
21544.35,28.04,-12.84
27825.59,27.41,-10.57
35938.14,26.96,-8.79
